station_id,stationname,date,daytype,rides
41340,LaSalle,03/20/2023,W,1300
41350,Oak Park-Lake,03/20/2023,W,555
41360,California-Lake,03/20/2023,W,625
41380,Bryn Mawr,03/20/2023,W,1903
41400,Roosevelt,03/20/2023,W,5228
41410,Chicago/Milwaukee,03/20/2023,W,1816
41420,Addison-North Main,03/20/2023,W,2792
41430,87th,03/20/2023,W,1562
41440,Addison-Brown,03/20/2023,W,1058
41450,Chicago/State,03/20/2023,W,5511
41460,Irving Park-Brown,03/20/2023,W,1237
41480,Western-Brown,03/20/2023,W,1802
41490,Harrison,03/20/2023,W,1859
41500,Montrose-Brown,03/20/2023,W,1095
41510,Morgan-Lake,03/20/2023,W,2172
41660,Lake/State,03/20/2023,W,7030
41670,Conservatory,03/20/2023,W,472
41680,Oakton-Skokie,03/20/2023,W,453
41690,Cermak-McCormick Place,03/20/2023,W,966
41700,Washington/Wabash,03/20/2023,W,5932
40010,Austin-Forest Park,03/21/2023,W,711
40020,Harlem-Lake,03/21/2023,W,1787
40030,Pulaski-Lake,03/21/2023,W,788
40040,Quincy/Wells,03/21/2023,W,4693
40050,Davis,03/21/2023,W,1529
40060,Belmont-O'Hare,03/21/2023,W,2788
40070,Jackson/Dearborn,03/21/2023,W,2998
40080,Sheridan,03/21/2023,W,2267
40090,Damen-Brown,03/21/2023,W,1485
40100,Morse,03/21/2023,W,2203
40120,35th/Archer,03/21/2023,W,1697
40130,51st,03/21/2023,W,450
40140,Dempster-Skokie,03/21/2023,W,714
40150,Pulaski-Cermak,03/21/2023,W,682
40160,LaSalle/Van Buren,03/21/2023,W,1723
40170,Ashland-Lake,03/21/2023,W,1554
40180,Oak Park-Forest Park,03/21/2023,W,637
40190,Sox-35th-Dan Ryan,03/21/2023,W,1693
40210,Damen-Cermak,03/21/2023,W,1064
40220,Western-Forest Park,03/21/2023,W,695
40230,Cumberland,03/21/2023,W,1695
40240,79th,03/21/2023,W,2749
40250,Kedzie-Homan-Forest Park,03/21/2023,W,878
40260,State/Lake,03/21/2023,W,6657
40270,Main,03/21/2023,W,503
40280,Central-Lake,03/21/2023,W,1093
40290,Ashland/63rd,03/21/2023,W,479
40300,Indiana,03/21/2023,W,341
40310,Western-Orange,03/21/2023,W,2402
40320,Division/Milwaukee,03/21/2023,W,3235
40330,Grand/State,03/21/2023,W,4145
40340,Berwyn,03/21/2023,W,0
40350,UIC-Halsted,03/21/2023,W,1352
40360,Southport,03/21/2023,W,1938
40370,Washington/Dearborn,03/21/2023,W,6186
40380,Clark/Lake,03/21/2023,W,8418
40390,Forest Park,03/21/2023,W,1207
40400,Noyes,03/21/2023,W,375
40420,Cicero-Cermak,03/21/2023,W,674
40430,Clinton-Forest Park,03/21/2023,W,1796
40440,California-Cermak,03/21/2023,W,949
40450,95th/Dan Ryan,03/21/2023,W,4425
40460,Merchandise Mart,03/21/2023,W,4236
40470,Racine,03/21/2023,W,1109
40480,Cicero-Lake,03/21/2023,W,622
40490,Grand/Milwaukee,03/21/2023,W,1632
40510,Garfield-South Elevated,03/21/2023,W,570
40520,Foster,03/21/2023,W,316
40530,Diversey,03/21/2023,W,3157
40540,Wilson,03/21/2023,W,5128
40550,Irving Park-O'Hare,03/21/2023,W,2065
40560,Jackson/State,03/21/2023,W,2809
40570,California/Milwaukee,03/21/2023,W,2664
40580,54th/Cermak,03/21/2023,W,1473
40590,Damen/Milwaukee,03/21/2023,W,3045
40600,Kostner,03/21/2023,W,220
40610,Ridgeland,03/21/2023,W,680
40630,Clark/Division,03/21/2023,W,4021
40650,North/Clybourn,03/21/2023,W,2664
40660,Armitage,03/21/2023,W,2645
40670,Western/Milwaukee,03/21/2023,W,2815
40680,Adams/Wabash,03/21/2023,W,3863
40690,Dempster,03/21/2023,W,405
40700,Laramie,03/21/2023,W,596
40710,Chicago/Franklin,03/21/2023,W,4019
40720,East 63rd-Cottage Grove,03/21/2023,W,494
40730,Washington/Wells,03/21/2023,W,4945
40740,Western-Cermak,03/21/2023,W,827
40750,Harlem-O'Hare,03/21/2023,W,1481
40760,Granville,03/21/2023,W,2031
40770,Lawrence,03/21/2023,W,0
40780,Central Park,03/21/2023,W,667
40790,Monroe/Dearborn,03/21/2023,W,3755
40800,Sedgwick,03/21/2023,W,2420
40810,Medical Center,03/21/2023,W,1456
40820,Rosemont,03/21/2023,W,2894
40830,18th,03/21/2023,W,1112
40840,South Boulevard,03/21/2023,W,351
40850,Library,03/21/2023,W,2191
40870,Francisco,03/21/2023,W,912
40880,Thorndale,03/21/2023,W,1472
40890,O'Hare Airport,03/21/2023,W,6416
40900,Howard,03/21/2023,W,2971
40910,63rd-Dan Ryan,03/21/2023,W,1160
40920,Pulaski-Forest Park,03/21/2023,W,854
40930,Midway Airport,03/21/2023,W,4582
40940,Halsted/63rd,03/21/2023,W,238
40960,Pulaski-Orange,03/21/2023,W,3183
40970,Cicero-Forest Park,03/21/2023,W,598
40980,Harlem-Forest Park,03/21/2023,W,408
40990,69th,03/21/2023,W,1979
41000,Cermak-Chinatown,03/21/2023,W,2237
41010,Rockwell,03/21/2023,W,912
41020,Logan Square,03/21/2023,W,3507
41030,Polk,03/21/2023,W,1851
41040,Kedzie-Cermak,03/21/2023,W,646
41050,Linden,03/21/2023,W,440
41060,Ashland-Orange,03/21/2023,W,1142
41070,Kedzie-Lake,03/21/2023,W,742
41080,47th-South Elevated,03/21/2023,W,509
41090,Monroe/State,03/21/2023,W,3609
41120,35-Bronzeville-IIT,03/21/2023,W,870
41130,Halsted-Orange,03/21/2023,W,1265
41140,King Drive,03/21/2023,W,220
41150,Kedzie-Midway,03/21/2023,W,2234
41160,Clinton-Lake,03/21/2023,W,2403
41170,Garfield-Dan Ryan,03/21/2023,W,1403
41180,Kedzie-Brown,03/21/2023,W,1128
41190,Jarvis,03/21/2023,W,805
41200,Argyle,03/21/2023,W,2526
41210,Wellington,03/21/2023,W,1719
41220,Fullerton,03/21/2023,W,5107
41230,47th-Dan Ryan,03/21/2023,W,1314
41240,Addison-O'Hare,03/21/2023,W,1448
41250,Central-Evanston,03/21/2023,W,413
41260,Austin-Lake,03/21/2023,W,992
41270,43rd,03/21/2023,W,499
41280,Jefferson Park,03/21/2023,W,3642
41290,Kimball,03/21/2023,W,2382
41300,Loyola,03/21/2023,W,2609
41310,Paulina,03/21/2023,W,1649
41320,Belmont-North Main,03/21/2023,W,5932
41330,Montrose-O'Hare,03/21/2023,W,1257
41340,LaSalle,03/21/2023,W,1517
41350,Oak Park-Lake,03/21/2023,W,731
41360,California-Lake,03/21/2023,W,724
41380,Bryn Mawr,03/21/2023,W,2021
41400,Roosevelt,03/21/2023,W,5659
41410,Chicago/Milwaukee,03/21/2023,W,2075
41420,Addison-North Main,03/21/2023,W,3507
41430,87th,03/21/2023,W,1638
41440,Addison-Brown,03/21/2023,W,1165
41450,Chicago/State,03/21/2023,W,6279
41460,Irving Park-Brown,03/21/2023,W,1552
41480,Western-Brown,03/21/2023,W,2067
41490,Harrison,03/21/2023,W,1897
41500,Montrose-Brown,03/21/2023,W,1298
41510,Morgan-Lake,03/21/2023,W,2698
41660,Lake/State,03/21/2023,W,8419
41670,Conservatory,03/21/2023,W,475
41680,Oakton-Skokie,03/21/2023,W,463
41690,Cermak-McCormick Place,03/21/2023,W,1127
41700,Washington/Wabash,03/21/2023,W,6059
40010,Austin-Forest Park,03/22/2023,W,675
40020,Harlem-Lake,03/22/2023,W,1688
40030,Pulaski-Lake,03/22/2023,W,834
40040,Quincy/Wells,03/22/2023,W,4370
40050,Davis,03/22/2023,W,1431
40060,Belmont-O'Hare,03/22/2023,W,2794
40070,Jackson/Dearborn,03/22/2023,W,3089
40080,Sheridan,03/22/2023,W,2262
40090,Damen-Brown,03/22/2023,W,1477
40100,Morse,03/22/2023,W,2164
40120,35th/Archer,03/22/2023,W,1682
40130,51st,03/22/2023,W,470
40140,Dempster-Skokie,03/22/2023,W,714
40150,Pulaski-Cermak,03/22/2023,W,643
40160,LaSalle/Van Buren,03/22/2023,W,1639
40170,Ashland-Lake,03/22/2023,W,1977
40180,Oak Park-Forest Park,03/22/2023,W,566
40190,Sox-35th-Dan Ryan,03/22/2023,W,1714
40210,Damen-Cermak,03/22/2023,W,1052
40220,Western-Forest Park,03/22/2023,W,711
40230,Cumberland,03/22/2023,W,1664
40240,79th,03/22/2023,W,2519
40250,Kedzie-Homan-Forest Park,03/22/2023,W,842
40260,State/Lake,03/22/2023,W,6624
40270,Main,03/22/2023,W,484
40280,Central-Lake,03/22/2023,W,1078
40290,Ashland/63rd,03/22/2023,W,457
40300,Indiana,03/22/2023,W,332
40310,Western-Orange,03/22/2023,W,2259
40320,Division/Milwaukee,03/22/2023,W,3242
40330,Grand/State,03/22/2023,W,4331
40340,Berwyn,03/22/2023,W,0
40350,UIC-Halsted,03/22/2023,W,1319
40360,Southport,03/22/2023,W,1847
40370,Washington/Dearborn,03/22/2023,W,6112
40380,Clark/Lake,03/22/2023,W,8366
40390,Forest Park,03/22/2023,W,1155
40400,Noyes,03/22/2023,W,340
40420,Cicero-Cermak,03/22/2023,W,662
40430,Clinton-Forest Park,03/22/2023,W,1682
40440,California-Cermak,03/22/2023,W,950
40450,95th/Dan Ryan,03/22/2023,W,4332
40460,Merchandise Mart,03/22/2023,W,3974
40470,Racine,03/22/2023,W,1162
40480,Cicero-Lake,03/22/2023,W,621
40490,Grand/Milwaukee,03/22/2023,W,1639
40510,Garfield-South Elevated,03/22/2023,W,536
40520,Foster,03/22/2023,W,276
40530,Diversey,03/22/2023,W,2931
40540,Wilson,03/22/2023,W,4726
40550,Irving Park-O'Hare,03/22/2023,W,2057
40560,Jackson/State,03/22/2023,W,2693
40570,California/Milwaukee,03/22/2023,W,2568
40580,54th/Cermak,03/22/2023,W,1358
40590,Damen/Milwaukee,03/22/2023,W,2858
40600,Kostner,03/22/2023,W,227
40610,Ridgeland,03/22/2023,W,626
40630,Clark/Division,03/22/2023,W,3960
40650,North/Clybourn,03/22/2023,W,2480
40660,Armitage,03/22/2023,W,2564
40670,Western/Milwaukee,03/22/2023,W,2841
40680,Adams/Wabash,03/22/2023,W,3795
40690,Dempster,03/22/2023,W,372
40700,Laramie,03/22/2023,W,605
40710,Chicago/Franklin,03/22/2023,W,4044
40720,East 63rd-Cottage Grove,03/22/2023,W,468
40730,Washington/Wells,03/22/2023,W,4700
40740,Western-Cermak,03/22/2023,W,761
40750,Harlem-O'Hare,03/22/2023,W,1480
40760,Granville,03/22/2023,W,2136
40770,Lawrence,03/22/2023,W,0
40780,Central Park,03/22/2023,W,656
40790,Monroe/Dearborn,03/22/2023,W,3675
40800,Sedgwick,03/22/2023,W,2314
40810,Medical Center,03/22/2023,W,1641
40820,Rosemont,03/22/2023,W,2882
40830,18th,03/22/2023,W,1078
40840,South Boulevard,03/22/2023,W,325
40850,Library,03/22/2023,W,2183
40870,Francisco,03/22/2023,W,870
40880,Thorndale,03/22/2023,W,1380
40890,O'Hare Airport,03/22/2023,W,6070
40900,Howard,03/22/2023,W,2902
40910,63rd-Dan Ryan,03/22/2023,W,1245
40920,Pulaski-Forest Park,03/22/2023,W,793
40930,Midway Airport,03/22/2023,W,4525
40940,Halsted/63rd,03/22/2023,W,271
40960,Pulaski-Orange,03/22/2023,W,3010
40970,Cicero-Forest Park,03/22/2023,W,581
40980,Harlem-Forest Park,03/22/2023,W,393
40990,69th,03/22/2023,W,1863
41000,Cermak-Chinatown,03/22/2023,W,2061
41010,Rockwell,03/22/2023,W,944
41020,Logan Square,03/22/2023,W,3555
41030,Polk,03/22/2023,W,1785
41040,Kedzie-Cermak,03/22/2023,W,608
41050,Linden,03/22/2023,W,397
41060,Ashland-Orange,03/22/2023,W,1098
41070,Kedzie-Lake,03/22/2023,W,718
41080,47th-South Elevated,03/22/2023,W,508
41090,Monroe/State,03/22/2023,W,3396
41120,35-Bronzeville-IIT,03/22/2023,W,966
41130,Halsted-Orange,03/22/2023,W,1299
41140,King Drive,03/22/2023,W,203
41150,Kedzie-Midway,03/22/2023,W,2157
41160,Clinton-Lake,03/22/2023,W,2280
41170,Garfield-Dan Ryan,03/22/2023,W,1428
41180,Kedzie-Brown,03/22/2023,W,1153
41190,Jarvis,03/22/2023,W,929
41200,Argyle,03/22/2023,W,2180
41210,Wellington,03/22/2023,W,1726
41220,Fullerton,03/22/2023,W,4991
41230,47th-Dan Ryan,03/22/2023,W,1175
41240,Addison-O'Hare,03/22/2023,W,1472
41250,Central-Evanston,03/22/2023,W,398
41260,Austin-Lake,03/22/2023,W,941
41270,43rd,03/22/2023,W,509
41280,Jefferson Park,03/22/2023,W,3633
41290,Kimball,03/22/2023,W,2368
41300,Loyola,03/22/2023,W,2736
41310,Paulina,03/22/2023,W,1537
41320,Belmont-North Main,03/22/2023,W,5681
41330,Montrose-O'Hare,03/22/2023,W,1257
41340,LaSalle,03/22/2023,W,1646
41350,Oak Park-Lake,03/22/2023,W,657
41360,California-Lake,03/22/2023,W,686
41380,Bryn Mawr,03/22/2023,W,2025
41400,Roosevelt,03/22/2023,W,5711
41410,Chicago/Milwaukee,03/22/2023,W,2142
41420,Addison-North Main,03/22/2023,W,3357
41430,87th,03/22/2023,W,1584
41440,Addison-Brown,03/22/2023,W,1169
41450,Chicago/State,03/22/2023,W,6286
41460,Irving Park-Brown,03/22/2023,W,1519
41480,Western-Brown,03/22/2023,W,2091
41490,Harrison,03/22/2023,W,1912
41500,Montrose-Brown,03/22/2023,W,1294
41510,Morgan-Lake,03/22/2023,W,2545
41660,Lake/State,03/22/2023,W,8252
41670,Conservatory,03/22/2023,W,619
41680,Oakton-Skokie,03/22/2023,W,499
41690,Cermak-McCormick Place,03/22/2023,W,1106
41700,Washington/Wabash,03/22/2023,W,5972
40010,Austin-Forest Park,03/23/2023,W,639
40020,Harlem-Lake,03/23/2023,W,1670
40030,Pulaski-Lake,03/23/2023,W,777
40040,Quincy/Wells,03/23/2023,W,4305
40050,Davis,03/23/2023,W,1499
40060,Belmont-O'Hare,03/23/2023,W,2756
40070,Jackson/Dearborn,03/23/2023,W,3027
40080,Sheridan,03/23/2023,W,2224
40090,Damen-Brown,03/23/2023,W,1485
40100,Morse,03/23/2023,W,2117
40120,35th/Archer,03/23/2023,W,1697
40130,51st,03/23/2023,W,469
40140,Dempster-Skokie,03/23/2023,W,676
40150,Pulaski-Cermak,03/23/2023,W,669
40160,LaSalle/Van Buren,03/23/2023,W,1540
40170,Ashland-Lake,03/23/2023,W,1546
40180,Oak Park-Forest Park,03/23/2023,W,544
40190,Sox-35th-Dan Ryan,03/23/2023,W,1638
40210,Damen-Cermak,03/23/2023,W,1075
40220,Western-Forest Park,03/23/2023,W,705
40230,Cumberland,03/23/2023,W,1616
40240,79th,03/23/2023,W,2487
40250,Kedzie-Homan-Forest Park,03/23/2023,W,774
40260,State/Lake,03/23/2023,W,6464
40270,Main,03/23/2023,W,449
40280,Central-Lake,03/23/2023,W,1080
40290,Ashland/63rd,03/23/2023,W,470
40300,Indiana,03/23/2023,W,326
40310,Western-Orange,03/23/2023,W,2335
40320,Division/Milwaukee,03/23/2023,W,3301
40330,Grand/State,03/23/2023,W,4758
40340,Berwyn,03/23/2023,W,0
40350,UIC-Halsted,03/23/2023,W,1351
40360,Southport,03/23/2023,W,1870
40370,Washington/Dearborn,03/23/2023,W,6007
40380,Clark/Lake,03/23/2023,W,8290
40390,Forest Park,03/23/2023,W,1112
40400,Noyes,03/23/2023,W,336
40420,Cicero-Cermak,03/23/2023,W,648
40430,Clinton-Forest Park,03/23/2023,W,1705
40440,California-Cermak,03/23/2023,W,920
40450,95th/Dan Ryan,03/23/2023,W,4366
40460,Merchandise Mart,03/23/2023,W,4136
40470,Racine,03/23/2023,W,1094
40480,Cicero-Lake,03/23/2023,W,587
40490,Grand/Milwaukee,03/23/2023,W,1686
40510,Garfield-South Elevated,03/23/2023,W,548
40520,Foster,03/23/2023,W,299
40530,Diversey,03/23/2023,W,2980
40540,Wilson,03/23/2023,W,4916
40550,Irving Park-O'Hare,03/23/2023,W,2032
40560,Jackson/State,03/23/2023,W,2775
40570,California/Milwaukee,03/23/2023,W,2713
40580,54th/Cermak,03/23/2023,W,1355
40590,Damen/Milwaukee,03/23/2023,W,2870
40600,Kostner,03/23/2023,W,217
40610,Ridgeland,03/23/2023,W,641
40630,Clark/Division,03/23/2023,W,4220
40650,North/Clybourn,03/23/2023,W,2580
40660,Armitage,03/23/2023,W,2589
40670,Western/Milwaukee,03/23/2023,W,2878
40680,Adams/Wabash,03/23/2023,W,4155
40690,Dempster,03/23/2023,W,426
40700,Laramie,03/23/2023,W,592
40710,Chicago/Franklin,03/23/2023,W,4028
40720,East 63rd-Cottage Grove,03/23/2023,W,495
40730,Washington/Wells,03/23/2023,W,4405
40740,Western-Cermak,03/23/2023,W,788
40750,Harlem-O'Hare,03/23/2023,W,1397
40760,Granville,03/23/2023,W,2129
40770,Lawrence,03/23/2023,W,0
40780,Central Park,03/23/2023,W,663
40790,Monroe/Dearborn,03/23/2023,W,3709
40800,Sedgwick,03/23/2023,W,2448
40810,Medical Center,03/23/2023,W,1409
40820,Rosemont,03/23/2023,W,2800
40830,18th,03/23/2023,W,1117
40840,South Boulevard,03/23/2023,W,361
40850,Library,03/23/2023,W,2194
40870,Francisco,03/23/2023,W,909
40880,Thorndale,03/23/2023,W,1551
40890,O'Hare Airport,03/23/2023,W,6529
40900,Howard,03/23/2023,W,2839
40910,63rd-Dan Ryan,03/23/2023,W,1140
40920,Pulaski-Forest Park,03/23/2023,W,796
40930,Midway Airport,03/23/2023,W,4497
40940,Halsted/63rd,03/23/2023,W,256
40960,Pulaski-Orange,03/23/2023,W,3046
40970,Cicero-Forest Park,03/23/2023,W,525
40980,Harlem-Forest Park,03/23/2023,W,420
40990,69th,03/23/2023,W,1858
41000,Cermak-Chinatown,03/23/2023,W,2110
41010,Rockwell,03/23/2023,W,873
41020,Logan Square,03/23/2023,W,3483
41030,Polk,03/23/2023,W,1837
41040,Kedzie-Cermak,03/23/2023,W,654
41050,Linden,03/23/2023,W,437
41060,Ashland-Orange,03/23/2023,W,1087
41070,Kedzie-Lake,03/23/2023,W,740
41080,47th-South Elevated,03/23/2023,W,485
41090,Monroe/State,03/23/2023,W,3828
41120,35-Bronzeville-IIT,03/23/2023,W,932
41130,Halsted-Orange,03/23/2023,W,1286
41140,King Drive,03/23/2023,W,225
41150,Kedzie-Midway,03/23/2023,W,2111
41160,Clinton-Lake,03/23/2023,W,2337
41170,Garfield-Dan Ryan,03/23/2023,W,1325
41180,Kedzie-Brown,03/23/2023,W,1129
41190,Jarvis,03/23/2023,W,860
41200,Argyle,03/23/2023,W,2258
41210,Wellington,03/23/2023,W,1746
41220,Fullerton,03/23/2023,W,5070
41230,47th-Dan Ryan,03/23/2023,W,1230
41240,Addison-O'Hare,03/23/2023,W,1485
41250,Central-Evanston,03/23/2023,W,400
41260,Austin-Lake,03/23/2023,W,935
41270,43rd,03/23/2023,W,500
41280,Jefferson Park,03/23/2023,W,3577
41290,Kimball,03/23/2023,W,2367
41300,Loyola,03/23/2023,W,2798
41310,Paulina,03/23/2023,W,1540
41320,Belmont-North Main,03/23/2023,W,5972
41330,Montrose-O'Hare,03/23/2023,W,1246
41340,LaSalle,03/23/2023,W,1541
41350,Oak Park-Lake,03/23/2023,W,657
41360,California-Lake,03/23/2023,W,636
41380,Bryn Mawr,03/23/2023,W,2100
41400,Roosevelt,03/23/2023,W,5625
41410,Chicago/Milwaukee,03/23/2023,W,2136
41420,Addison-North Main,03/23/2023,W,3577
41430,87th,03/23/2023,W,1562
41440,Addison-Brown,03/23/2023,W,1126
41450,Chicago/State,03/23/2023,W,6792
41460,Irving Park-Brown,03/23/2023,W,1502
41480,Western-Brown,03/23/2023,W,2007
41490,Harrison,03/23/2023,W,2115
41500,Montrose-Brown,03/23/2023,W,1279
41510,Morgan-Lake,03/23/2023,W,2748
41660,Lake/State,03/23/2023,W,8389
41670,Conservatory,03/23/2023,W,550
41680,Oakton-Skokie,03/23/2023,W,442
41690,Cermak-McCormick Place,03/23/2023,W,941
41700,Washington/Wabash,03/23/2023,W,5856
40010,Austin-Forest Park,03/24/2023,W,543
40020,Harlem-Lake,03/24/2023,W,1624
40030,Pulaski-Lake,03/24/2023,W,770
40040,Quincy/Wells,03/24/2023,W,2627
40050,Davis,03/24/2023,W,1367
40060,Belmont-O'Hare,03/24/2023,W,2414
40070,Jackson/Dearborn,03/24/2023,W,2482
40080,Sheridan,03/24/2023,W,2010
40090,Damen-Brown,03/24/2023,W,1384
40100,Morse,03/24/2023,W,2152
40120,35th/Archer,03/24/2023,W,1615
40130,51st,03/24/2023,W,405
40140,Dempster-Skokie,03/24/2023,W,659
40150,Pulaski-Cermak,03/24/2023,W,640
40160,LaSalle/Van Buren,03/24/2023,W,1074
40170,Ashland-Lake,03/24/2023,W,1472
40180,Oak Park-Forest Park,03/24/2023,W,403
40190,Sox-35th-Dan Ryan,03/24/2023,W,1527
40210,Damen-Cermak,03/24/2023,W,996
40220,Western-Forest Park,03/24/2023,W,704
40230,Cumberland,03/24/2023,W,1478
40240,79th,03/24/2023,W,2686
40250,Kedzie-Homan-Forest Park,03/24/2023,W,819
40260,State/Lake,03/24/2023,W,5445
40270,Main,03/24/2023,W,480
40280,Central-Lake,03/24/2023,W,1116
40290,Ashland/63rd,03/24/2023,W,478
40300,Indiana,03/24/2023,W,331
40310,Western-Orange,03/24/2023,W,2170
40320,Division/Milwaukee,03/24/2023,W,2671
40330,Grand/State,03/24/2023,W,4687
40340,Berwyn,03/24/2023,W,0
40350,UIC-Halsted,03/24/2023,W,1299
40360,Southport,03/24/2023,W,1405
40370,Washington/Dearborn,03/24/2023,W,4891
40380,Clark/Lake,03/24/2023,W,5902
40390,Forest Park,03/24/2023,W,1024
40400,Noyes,03/24/2023,W,354
40420,Cicero-Cermak,03/24/2023,W,703
40430,Clinton-Forest Park,03/24/2023,W,1211
40440,California-Cermak,03/24/2023,W,890
40450,95th/Dan Ryan,03/24/2023,W,4230
40460,Merchandise Mart,03/24/2023,W,2277
40470,Racine,03/24/2023,W,1019
40480,Cicero-Lake,03/24/2023,W,639
40490,Grand/Milwaukee,03/24/2023,W,1364
40510,Garfield-South Elevated,03/24/2023,W,555
40520,Foster,03/24/2023,W,265
40530,Diversey,03/24/2023,W,2170
40540,Wilson,03/24/2023,W,4597
40550,Irving Park-O'Hare,03/24/2023,W,1920
40560,Jackson/State,03/24/2023,W,2583
40570,California/Milwaukee,03/24/2023,W,2206
40580,54th/Cermak,03/24/2023,W,1309
40590,Damen/Milwaukee,03/24/2023,W,2705
40600,Kostner,03/24/2023,W,217
40610,Ridgeland,03/24/2023,W,513
40630,Clark/Division,03/24/2023,W,3739
40650,North/Clybourn,03/24/2023,W,2535
40660,Armitage,03/24/2023,W,2146
40670,Western/Milwaukee,03/24/2023,W,2238
40680,Adams/Wabash,03/24/2023,W,3579
40690,Dempster,03/24/2023,W,390
40700,Laramie,03/24/2023,W,573
40710,Chicago/Franklin,03/24/2023,W,3245
40720,East 63rd-Cottage Grove,03/24/2023,W,498
40730,Washington/Wells,03/24/2023,W,2730
40740,Western-Cermak,03/24/2023,W,749
40750,Harlem-O'Hare,03/24/2023,W,1273
40760,Granville,03/24/2023,W,2339
40770,Lawrence,03/24/2023,W,0
40780,Central Park,03/24/2023,W,587
40790,Monroe/Dearborn,03/24/2023,W,2416
40800,Sedgwick,03/24/2023,W,1760
40810,Medical Center,03/24/2023,W,1267
40820,Rosemont,03/24/2023,W,2620
40830,18th,03/24/2023,W,1151
40840,South Boulevard,03/24/2023,W,309
40850,Library,03/24/2023,W,2068
40870,Francisco,03/24/2023,W,714
40880,Thorndale,03/24/2023,W,1381
40890,O'Hare Airport,03/24/2023,W,7351
40900,Howard,03/24/2023,W,2687
40910,63rd-Dan Ryan,03/24/2023,W,1144
40920,Pulaski-Forest Park,03/24/2023,W,781
40930,Midway Airport,03/24/2023,W,4355
40940,Halsted/63rd,03/24/2023,W,235
40960,Pulaski-Orange,03/24/2023,W,2721
40970,Cicero-Forest Park,03/24/2023,W,557
40980,Harlem-Forest Park,03/24/2023,W,376
40990,69th,03/24/2023,W,1878
41000,Cermak-Chinatown,03/24/2023,W,2400
41010,Rockwell,03/24/2023,W,803
41020,Logan Square,03/24/2023,W,3036
41030,Polk,03/24/2023,W,1609
41040,Kedzie-Cermak,03/24/2023,W,620
41050,Linden,03/24/2023,W,343
41060,Ashland-Orange,03/24/2023,W,1023
41070,Kedzie-Lake,03/24/2023,W,734
41080,47th-South Elevated,03/24/2023,W,422
41090,Monroe/State,03/24/2023,W,3064
41120,35-Bronzeville-IIT,03/24/2023,W,943
41130,Halsted-Orange,03/24/2023,W,1199
41140,King Drive,03/24/2023,W,212
41150,Kedzie-Midway,03/24/2023,W,2073
41160,Clinton-Lake,03/24/2023,W,1846
41170,Garfield-Dan Ryan,03/24/2023,W,1406
41180,Kedzie-Brown,03/24/2023,W,1171
41190,Jarvis,03/24/2023,W,855
41200,Argyle,03/24/2023,W,2551
41210,Wellington,03/24/2023,W,1253
41220,Fullerton,03/24/2023,W,4374
41230,47th-Dan Ryan,03/24/2023,W,1292
41240,Addison-O'Hare,03/24/2023,W,1280
41250,Central-Evanston,03/24/2023,W,344
41260,Austin-Lake,03/24/2023,W,898
41270,43rd,03/24/2023,W,468
41280,Jefferson Park,03/24/2023,W,3296
41290,Kimball,03/24/2023,W,2443
41300,Loyola,03/24/2023,W,3177
41310,Paulina,03/24/2023,W,1263
41320,Belmont-North Main,03/24/2023,W,5412
41330,Montrose-O'Hare,03/24/2023,W,1098
41340,LaSalle,03/24/2023,W,1416
41350,Oak Park-Lake,03/24/2023,W,547
41360,California-Lake,03/24/2023,W,586
41380,Bryn Mawr,03/24/2023,W,2032
41400,Roosevelt,03/24/2023,W,5605
41410,Chicago/Milwaukee,03/24/2023,W,1797
41420,Addison-North Main,03/24/2023,W,3325
41430,87th,03/24/2023,W,1674
41440,Addison-Brown,03/24/2023,W,979
41450,Chicago/State,03/24/2023,W,6215
41460,Irving Park-Brown,03/24/2023,W,1273
41480,Western-Brown,03/24/2023,W,1805
41490,Harrison,03/24/2023,W,2023
41500,Montrose-Brown,03/24/2023,W,1118
41510,Morgan-Lake,03/24/2023,W,2322
41660,Lake/State,03/24/2023,W,7410
41670,Conservatory,03/24/2023,W,537
41680,Oakton-Skokie,03/24/2023,W,410
41690,Cermak-McCormick Place,03/24/2023,W,814
41700,Washington/Wabash,03/24/2023,W,5530
40010,Austin-Forest Park,03/25/2023,A,281
40020,Harlem-Lake,03/25/2023,A,922
40030,Pulaski-Lake,03/25/2023,A,446
40040,Quincy/Wells,03/25/2023,A,995
40050,Davis,03/25/2023,A,882
40060,Belmont-O'Hare,03/25/2023,A,1230
40070,Jackson/Dearborn,03/25/2023,A,1359
40080,Sheridan,03/25/2023,A,1590
40090,Damen-Brown,03/25/2023,A,764
40100,Morse,03/25/2023,A,1519
40120,35th/Archer,03/25/2023,A,724
40130,51st,03/25/2023,A,295
40140,Dempster-Skokie,03/25/2023,A,375
40150,Pulaski-Cermak,03/25/2023,A,413
40160,LaSalle/Van Buren,03/25/2023,A,318
40170,Ashland-Lake,03/25/2023,A,793
40180,Oak Park-Forest Park,03/25/2023,A,172
40190,Sox-35th-Dan Ryan,03/25/2023,A,922
40210,Damen-Cermak,03/25/2023,A,585
40220,Western-Forest Park,03/25/2023,A,388
40230,Cumberland,03/25/2023,A,773
40240,79th,03/25/2023,A,1801
40250,Kedzie-Homan-Forest Park,03/25/2023,A,493
40260,State/Lake,03/25/2023,A,4145
40270,Main,03/25/2023,A,328
40280,Central-Lake,03/25/2023,A,603
40290,Ashland/63rd,03/25/2023,A,113
