route,date,daytype,rides
55N,03/10/2023,W,305
55N,04/10/2023,W,337
55N,07/27/2023,W,241
55N,04/25/2023,W,397
55N,05/16/2023,W,382
55N,05/04/2023,W,397
55N,06/12/2023,W,249
55N,07/08/2023,A,137
55N,02/09/2023,W,350
55N,10/27/2023,W,334
55N,03/14/2023,W,369
55N,02/15/2023,W,340
55N,07/31/2023,W,265
55N,01/11/2023,W,346
55N,06/23/2023,W,293
55N,01/28/2023,A,106
55N,08/19/2023,A,176
55N,10/26/2023,W,291
55N,01/17/2023,W,333
55N,07/12/2023,W,253
55N,05/20/2023,A,176
55N,09/25/2023,W,395
55N,01/09/2023,W,280
55N,10/02/2023,W,435
55N,03/09/2023,W,390
55N,07/21/2023,W,258
55N,07/24/2023,W,268
55N,02/01/2023,W,326
55N,06/27/2023,W,394
55N,10/03/2023,W,403
55N,10/06/2023,W,332
55N,09/21/2023,W,432
55N,01/03/2023,W,233
55N,02/08/2023,W,407
55N,01/21/2023,A,118
55N,08/31/2023,W,447
55N,08/17/2023,W,294
55N,04/17/2023,W,328
55N,10/16/2023,W,387
55N,03/15/2023,W,390
55N,08/11/2023,W,229
55N,07/07/2023,W,236
55N,02/07/2023,W,401
55N,10/18/2023,W,451
55N,04/03/2023,W,259
55N,08/22/2023,W,426
55N,05/15/2023,W,328
55N,07/05/2023,W,286
55N,09/06/2023,W,335
55N,01/27/2023,W,257
55N,08/28/2023,W,423
55N,06/02/2023,W,338
55N,09/28/2023,W,408
55N,07/14/2023,W,284
55N,02/14/2023,W,344
55N,06/22/2023,W,370
55N,09/20/2023,W,569
55N,03/08/2023,W,390
55N,08/25/2023,W,405
55N,04/27/2023,W,348
55N,10/07/2023,A,156
55N,02/02/2023,W,396
55N,04/06/2023,W,284
55N,09/11/2023,W,337
55N,10/05/2023,W,420
55N,10/10/2023,W,442
55N,08/30/2023,W,387
55N,06/28/2023,W,319
55N,05/22/2023,W,370
55N,10/09/2023,W,254
55N,08/12/2023,A,190
55N,09/15/2023,W,382
55N,09/13/2023,W,424
55N,07/19/2023,W,378
55N,02/03/2023,W,187
55N,02/22/2023,W,339
55N,03/16/2023,W,383
55N,05/06/2023,A,275
55N,08/03/2023,W,282
55N,07/26/2023,W,259
55N,06/10/2023,A,136
55N,01/19/2023,W,354
55N,01/14/2023,A,137
55N,01/06/2023,W,184
55N,04/24/2023,W,324
55N,01/12/2023,W,345
55N,03/07/2023,W,374
55N,10/30/2023,W,376
55N,02/13/2023,W,264
55N,08/07/2023,W,266
55N,01/26/2023,W,367
55N,07/10/2023,W,335
55N,06/21/2023,W,278
55N,03/29/2023,W,330
55N,09/29/2023,W,431
55N,10/12/2023,W,392
55N,05/13/2023,A,129
55N,02/24/2023,W,323
55N,03/24/2023,W,281
55N,05/23/2023,W,304
55N,03/17/2023,W,253
55N,10/21/2023,A,186
55N,09/19/2023,W,438
55N,10/28/2023,A,175
55N,03/01/2023,W,416
55N,08/26/2023,A,174
55N,07/03/2023,W,224
55N,09/07/2023,W,451
55N,05/03/2023,W,396
55N,06/29/2023,W,350
55N,04/07/2023,W,199
55N,04/28/2023,W,312
55N,08/21/2023,W,336
55N,09/02/2023,A,173
55N,03/02/2023,W,332
55N,04/12/2023,W,385
55N,10/19/2023,W,513
55N,10/04/2023,W,474
55N,02/04/2023,A,133
55N,02/16/2023,W,295
55N,07/01/2023,A,159
55N,07/11/2023,W,277
55N,01/20/2023,W,341
55N,07/15/2023,A,209
55N,01/25/2023,W,318
55N,01/18/2023,W,341
55N,09/09/2023,A,161
55N,02/20/2023,W,205
55N,03/30/2023,W,446
55N,10/14/2023,A,117
55N,05/12/2023,W,270
55N,09/18/2023,W,390
55N,08/14/2023,W,229
55N,06/20/2023,W,310
55N,08/18/2023,W,263
55N,03/06/2023,W,364
55N,05/31/2023,W,359
55N,03/18/2023,A,128
55N,08/29/2023,W,435
55N,09/16/2023,A,141
55N,06/13/2023,W,288
55N,04/01/2023,A,219
55N,08/10/2023,W,256
55N,05/24/2023,W,347
55N,09/23/2023,A,204
55N,09/05/2023,W,479
55N,06/06/2023,W,416
55N,07/29/2023,A,206
55N,04/14/2023,W,363
55N,09/30/2023,A,227
55N,10/24/2023,W,497
55N,06/30/2023,W,261
55N,10/31/2023,W,334
55N,01/23/2023,W,289
55N,06/17/2023,A,168
55N,04/29/2023,A,123
55N,03/27/2023,W,563
55N,01/24/2023,W,343
55N,03/04/2023,A,144
55N,06/16/2023,W,256
55N,04/19/2023,W,481
55N,02/17/2023,W,269
55N,04/21/2023,W,319
55N,06/01/2023,W,397
55N,08/02/2023,W,370
55N,03/22/2023,W,481
55N,04/08/2023,A,140
55N,08/01/2023,W,285
55N,05/27/2023,A,145
55N,05/11/2023,W,439
55N,06/19/2023,W,209
55N,05/25/2023,W,404
55N,09/01/2023,W,381
55N,02/18/2023,A,139
55N,06/07/2023,W,350
55N,07/17/2023,W,339
55N,01/13/2023,W,269
55N,10/25/2023,W,340
55N,02/25/2023,A,176
55N,02/21/2023,W,385
55N,09/22/2023,W,312
55N,07/18/2023,W,281
55N,06/09/2023,W,307
55N,03/23/2023,W,438
55N,02/06/2023,W,254
55N,02/10/2023,W,299
55N,03/20/2023,W,360
55N,04/22/2023,A,151
55N,01/07/2023,A,144
55N,07/28/2023,W,222
55N,04/11/2023,W,371
55N,10/13/2023,W,370
55N,05/01/2023,W,359
55N,10/11/2023,W,431
55N,01/04/2023,W,220
55N,08/08/2023,W,332
55N,10/20/2023,W,373
55N,02/11/2023,A,88
55N,03/03/2023,W,303
55N,04/13/2023,W,390
55N,06/15/2023,W,270
55N,07/25/2023,W,296
55N,04/20/2023,W,466
55N,02/27/2023,W,317
55N,05/30/2023,W,415
55N,05/26/2023,W,344
55N,06/14/2023,W,335
55N,09/12/2023,W,425
55N,04/04/2023,W,301
55N,01/16/2023,W,147
55N,10/17/2023,W,470
55N,10/23/2023,W,364
55N,07/13/2023,W,305
55N,02/28/2023,W,417
55N,04/26/2023,W,425
55N,04/18/2023,W,410
55N,01/30/2023,W,286
55N,05/18/2023,W,374
55N,09/14/2023,W,503
55N,09/26/2023,W,431
55N,03/11/2023,A,135
55N,07/06/2023,W,290
55N,04/15/2023,A,146
55N,06/03/2023,A,173
55N,06/08/2023,W,296
55N,03/21/2023,W,424
55N,08/15/2023,W,283
55N,03/25/2023,A,220
55N,08/23/2023,W,393
55N,05/17/2023,W,332
55N,08/05/2023,A,128
55N,02/23/2023,W,397
55N,05/10/2023,W,451
55N,05/09/2023,W,371
55N,06/24/2023,A,222
55N,03/13/2023,W,288
55N,05/05/2023,W,388
55N,09/27/2023,W,433
55N,08/09/2023,W,354
55N,06/26/2023,W,261
55N,06/05/2023,W,318
55N,01/10/2023,W,365
55N,08/16/2023,W,343
55N,05/02/2023,W,454
55N,09/08/2023,W,347
55N,01/05/2023,W,193
55N,07/22/2023,A,143
55N,08/04/2023,W,270
55N,03/31/2023,W,330
55N,01/31/2023,W,316
55N,03/28/2023,W,427
55N,05/08/2023,W,295
55N,05/19/2023,W,345
55N,08/24/2023,W,342
56,01/24/2023,W,5194
56,07/27/2023,W,5501
56,08/03/2023,W,5819
56,10/09/2023,W,4060
56,03/04/2023,A,5090
56,07/29/2023,A,3104
56,01/23/2023,W,4360
56,06/03/2023,A,3431
56,06/16/2023,W,4553
56,10/05/2023,W,5829
56,04/14/2023,W,4877
56,04/29/2023,A,5257
56,06/11/2023,U,2709
56,07/30/2023,U,3013
56,02/19/2023,U,2856
56,05/06/2023,A,4824
56,10/30/2023,W,5066
56,08/24/2023,W,4788
56,06/01/2023,W,5384
56,07/02/2023,U,1954
56,03/25/2023,A,3577
56,08/02/2023,W,5282
56,01/21/2023,A,2807
56,09/15/2023,W,5550
56,07/26/2023,W,5256
56,02/03/2023,W,3823
56,05/04/2023,W,5379
56,08/04/2023,W,4681
56,08/15/2023,W,5146
56,09/13/2023,W,5986
56,02/21/2023,W,5022
56,09/03/2023,U,3181
56,07/19/2023,W,5691
56,05/11/2023,W,5673
56,08/09/2023,W,5143
56,05/22/2023,W,4889
56,05/27/2023,A,3522
56,06/19/2023,W,3885
56,08/23/2023,W,5306
56,06/28/2023,W,5158
56,10/10/2023,W,5910
56,05/07/2023,U,3707
56,08/01/2023,W,5345
56,01/29/2023,U,2222
56,03/30/2023,W,5362
56,05/25/2023,W,5315
56,04/08/2023,A,3442
56,07/08/2023,A,3059
56,05/19/2023,W,4729
56,03/19/2023,U,3743
56,02/01/2023,W,4913
56,08/20/2023,U,2922
56,06/27/2023,W,5328
56,04/06/2023,W,5241
56,05/17/2023,W,5486
56,01/13/2023,W,4088
56,06/07/2023,W,5429
56,05/14/2023,U,3649
56,10/25/2023,W,5982
56,08/06/2023,U,2904
56,08/13/2023,U,3041
56,09/01/2023,W,5657
56,02/02/2023,W,4784
56,07/16/2023,U,3326
56,07/24/2023,W,4891
56,03/21/2023,W,5188
56,04/13/2023,W,5566
56,02/25/2023,A,4818
56,03/09/2023,W,5514
56,04/27/2023,W,5562
56,09/22/2023,W,4900
56,01/05/2023,W,4144
56,08/05/2023,A,3319
56,10/03/2023,W,6439
56,09/04/2023,U,2534
56,10/31/2023,W,4849
56,01/09/2023,W,4558
56,09/20/2023,W,5846
56,08/25/2023,W,5086
56,07/18/2023,W,5405
56,03/20/2023,W,5115
56,07/22/2023,A,3017
56,02/06/2023,W,5199
56,02/10/2023,W,4656
56,02/23/2023,W,4949
56,07/21/2023,W,4646
56,09/25/2023,W,5271
56,07/28/2023,W,3997
56,04/22/2023,A,4960
56,06/08/2023,W,5089
56,09/16/2023,A,2887
56,01/07/2023,A,2750
56,04/15/2023,A,5398
56,02/09/2023,W,4587
56,04/11/2023,W,5655
56,06/24/2023,A,3410
56,03/08/2023,W,5875
56,02/27/2023,W,4357
56,10/11/2023,W,5989
56,05/01/2023,W,5224
56,05/28/2023,U,3095
56,10/13/2023,W,4933
56,03/10/2023,W,4566
56,09/28/2023,W,5744
56,05/09/2023,W,5877
56,05/20/2023,A,5289
56,09/17/2023,U,2638
56,02/22/2023,W,4354
56,10/29/2023,U,2701
56,07/12/2023,W,4469
56,06/22/2023,W,5005
56,07/14/2023,W,4753
56,05/16/2023,W,5421
56,08/08/2023,W,5372
56,01/04/2023,W,4010
56,02/16/2023,W,4748
56,10/20/2023,W,5220
56,02/11/2023,A,3127
56,06/05/2023,W,5119
56,10/27/2023,W,4663
56,05/30/2023,W,5303
56,03/03/2023,W,4576
56,09/11/2023,W,4984
56,01/17/2023,W,4973
56,04/25/2023,W,5437
56,06/14/2023,W,5343
56,05/29/2023,U,2782
56,06/12/2023,W,4805
56,07/17/2023,W,4762
56,06/02/2023,W,5043
56,04/17/2023,W,4766
56,06/15/2023,W,4881
56,02/07/2023,W,5317
56,08/17/2023,W,5062
56,06/18/2023,U,3266
56,09/27/2023,W,6399
56,01/27/2023,W,4143
56,01/28/2023,A,2381
56,04/20/2023,W,5195
56,02/15/2023,W,5342
56,07/31/2023,W,4866
56,03/23/2023,W,5422
56,09/06/2023,W,5501
56,07/25/2023,W,5351
56,02/26/2023,U,3494
56,09/10/2023,U,3267
56,07/20/2023,W,5340
56,08/19/2023,A,3019
56,02/08/2023,W,5292
56,06/26/2023,W,4505
56,07/23/2023,U,3133
56,05/26/2023,W,4949
56,04/09/2023,U,2627
56,06/09/2023,W,4835
56,09/12/2023,W,5860
56,08/26/2023,A,2496
56,03/28/2023,W,5156
56,10/28/2023,A,2962
56,01/02/2023,U,2780
56,01/31/2023,W,4349
56,04/04/2023,W,4824
56,10/21/2023,A,3002
56,09/07/2023,W,5699
56,03/01/2023,W,5686
56,10/15/2023,U,3238
56,04/03/2023,W,4780
56,06/29/2023,W,5009
56,05/23/2023,W,4964
56,05/21/2023,U,4290
56,06/04/2023,U,3009
56,03/02/2023,W,5218
56,03/17/2023,W,4363
56,01/10/2023,W,4919
56,04/28/2023,W,5453
56,05/03/2023,W,5844
56,08/21/2023,W,5241
56,04/16/2023,U,3386
56,03/12/2023,U,2665
56,02/17/2023,W,4287
56,09/02/2023,A,3310
56,06/25/2023,U,2856
56,08/22/2023,W,5558
56,02/18/2023,A,3131
56,08/29/2023,W,5701
56,04/07/2023,W,4090
56,01/16/2023,W,2878
56,07/03/2023,W,4328
56,08/07/2023,W,4772
56,04/12/2023,W,4790
56,10/18/2023,W,5488
56,08/28/2023,W,5275
56,02/24/2023,W,4340
56,07/05/2023,W,4614
56,10/19/2023,W,5612
56,10/04/2023,W,6103
56,04/10/2023,W,4978
56,10/17/2023,W,5565
56,10/26/2023,W,5321
56,10/23/2023,W,5433
56,09/21/2023,W,5766
56,07/11/2023,W,4914
56,05/15/2023,W,4760
56,03/24/2023,W,4645
56,01/18/2023,W,4797
56,02/04/2023,A,2398
56,03/29/2023,W,4913
56,02/20/2023,W,3733
56,08/11/2023,W,4391
56,03/26/2023,U,2726
56,01/25/2023,W,4681
56,09/08/2023,W,5238
56,10/07/2023,A,3415
56,10/02/2023,W,5402
56,07/15/2023,A,3553
56,01/22/2023,U,2494
56,10/12/2023,W,5366
56,04/30/2023,U,3813
56,01/20/2023,W,4623
56,05/05/2023,W,5273
56,09/18/2023,W,5393
56,10/14/2023,A,2990
56,05/31/2023,W,5333
56,05/13/2023,A,4879
56,07/13/2023,W,5393
56,01/11/2023,W,5024
56,05/12/2023,W,4843
56,02/14/2023,W,5330
56,09/29/2023,W,5490
56,07/10/2023,W,4944
56,01/15/2023,U,2410
56,03/13/2023,W,4770
56,06/20/2023,W,5240
56,03/15/2023,W,5728
56,08/14/2023,W,4803
56,03/31/2023,W,4187
56,10/22/2023,U,3198
56,01/30/2023,W,3953
56,06/21/2023,W,5159
56,08/18/2023,W,4858
56,04/19/2023,W,5219
56,01/26/2023,W,5089
56,03/06/2023,W,5152
56,03/14/2023,W,5948
56,04/02/2023,U,3181
56,05/10/2023,W,5560
56,02/28/2023,W,5583
56,03/18/2023,A,4679
56,10/16/2023,W,4810
56,10/08/2023,U,2873
56,02/13/2023,W,4864
56,03/22/2023,W,4977
56,06/06/2023,W,5213
56,05/08/2023,W,4634
56,09/19/2023,W,5546
56,04/01/2023,A,3714
56,05/18/2023,W,5304
56,06/13/2023,W,4979
56,08/12/2023,A,3289
56,04/18/2023,W,5495
56,09/24/2023,U,3026
56,09/14/2023,W,5860
56,08/10/2023,W,5325
56,05/24/2023,W,5391
56,09/23/2023,A,3106
56,04/26/2023,W,5766
56,01/12/2023,W,4973
56,03/07/2023,W,5712
56,08/16/2023,W,5434
56,09/05/2023,W,5751
56,01/14/2023,A,2949
56,01/08/2023,U,2376
56,07/07/2023,W,4716
56,07/09/2023,U,3201
56,06/10/2023,A,3396
56,10/24/2023,W,5503
56,02/05/2023,U,2655
56,07/01/2023,A,3170
56,08/27/2023,U,2999
56,01/03/2023,W,3744
56,03/05/2023,U,3752
56,09/09/2023,A,3531
56,04/21/2023,W,4841
56,03/16/2023,W,5439
56,09/26/2023,W,5736
56,05/02/2023,W,5449
56,07/04/2023,U,2454
56,09/30/2023,A,3304
56,08/30/2023,W,5589
56,04/24/2023,W,5047
56,10/06/2023,W,4757
56,06/17/2023,A,3959
56,01/19/2023,W,5228
56,10/01/2023,U,3322
56,06/30/2023,W,4424
56,02/12/2023,U,2582
56,03/27/2023,W,4787
56,04/23/2023,U,3869
56,03/11/2023,A,4082
56,04/05/2023,W,4742
56,06/23/2023,W,4855
56,08/31/2023,W,5512
56,07/06/2023,W,4983
56,01/06/2023,W,3545
57,06/05/2023,W,1685
57,01/16/2023,W,660
57,07/08/2023,A,635
57,08/30/2023,W,2206
57,06/08/2023,W,1542
57,07/06/2023,W,1564
57,08/31/2023,W,2066
57,09/19/2023,W,1846
57,10/24/2023,W,2121
57,08/12/2023,A,804
57,01/18/2023,W,1474
57,04/15/2023,A,607
57,05/04/2023,W,2021
57,01/17/2023,W,1588
57,03/27/2023,W,1487
57,09/18/2023,W,1983
57,05/03/2023,W,1821
57,07/07/2023,W,1600
57,07/30/2023,U,475
57,03/28/2023,W,1736
57,02/15/2023,W,1682
57,08/15/2023,W,1448
57,06/04/2023,U,546
57,06/11/2023,U,453
57,02/22/2023,W,1353
57,06/07/2023,W,1737
57,10/07/2023,A,789
57,01/02/2023,U,565
57,02/18/2023,A,629
57,02/14/2023,W,1666
57,10/05/2023,W,2109
57,07/22/2023,A,695
57,04/18/2023,W,1639
57,08/14/2023,W,1098
57,06/03/2023,A,703
57,02/23/2023,W,1726
57,02/16/2023,W,1453
57,08/16/2023,W,1468
57,06/12/2023,W,1299
57,07/24/2023,W,1379
57,08/11/2023,W,1439
57,07/19/2023,W,1759
57,06/02/2023,W,1716
57,07/23/2023,U,448
57,10/10/2023,W,2200
57,02/13/2023,W,1625
57,02/24/2023,W,1667
57,09/07/2023,W,1967
57,04/12/2023,W,1635
57,10/04/2023,W,1959
57,06/13/2023,W,1184
57,02/19/2023,U,921
57,02/12/2023,U,841
57,06/01/2023,W,2081
57,02/25/2023,A,555
57,01/04/2023,W,971
57,02/11/2023,A,582
57,02/26/2023,U,430
57,10/30/2023,W,1905
57,06/06/2023,W,1946
57,05/31/2023,W,1888
57,06/14/2023,W,1338
57,04/19/2023,W,1708
57,01/03/2023,W,907
57,08/10/2023,W,1535
57,04/13/2023,W,1754
57,10/03/2023,W,2269
57,08/17/2023,W,1671
57,09/11/2023,W,1545
57,10/11/2023,W,1913
57,07/18/2023,W,1569
57,02/10/2023,W,1662
57,04/11/2023,W,2083
57,02/27/2023,W,1408
57,05/30/2023,W,1722
57,06/15/2023,W,1334
57,04/20/2023,W,1660
57,02/28/2023,W,1770
57,01/05/2023,W,1002
57,04/10/2023,W,1481
57,02/09/2023,W,1462
57,10/02/2023,W,2003
57,09/06/2023,W,2017
57,05/29/2023,U,688
57,03/01/2023,W,1735
57,08/18/2023,W,1536
57,06/16/2023,W,1249
57,10/12/2023,W,1805
57,07/25/2023,W,1632
57,08/09/2023,W,1359
57,06/09/2023,W,1468
57,07/17/2023,W,1451
57,02/08/2023,W,1739
57,05/28/2023,U,966
57,05/27/2023,A,682
57,06/17/2023,A,738
57,04/21/2023,W,1708
57,03/02/2023,W,1611
57,10/31/2023,W,1936
57,01/06/2023,W,1019
57,10/29/2023,U,391
57,02/07/2023,W,1524
57,09/10/2023,U,572
57,08/19/2023,A,757
57,10/01/2023,U,571
57,09/12/2023,W,2033
57,04/09/2023,U,845
57,05/26/2023,W,1686
57,06/18/2023,U,396
57,03/03/2023,W,1387
57,08/08/2023,W,1492
57,10/13/2023,W,1797
57,01/07/2023,A,625
57,04/22/2023,A,628
57,02/06/2023,W,1667
57,07/16/2023,U,524
57,08/20/2023,U,536
57,04/08/2023,A,674
57,05/25/2023,W,1571
57,06/19/2023,W,1024
57,03/04/2023,A,661
57,04/23/2023,U,711
57,09/30/2023,A,846
57,03/05/2023,U,785
57,02/05/2023,U,941
57,01/08/2023,U,831
57,09/05/2023,W,1916
57,05/24/2023,W,1803
57,03/06/2023,W,1543
57,06/20/2023,W,1294
57,10/14/2023,A,680
57,07/15/2023,A,794
57,02/04/2023,A,563
57,02/20/2023,W,955
57,08/07/2023,W,1303
57,04/07/2023,W,1112
57,08/21/2023,W,1856
57,09/29/2023,W,2391
57,10/28/2023,A,688
57,05/23/2023,W,1739
57,10/15/2023,U,508
57,06/21/2023,W,1306
57,03/07/2023,W,1682
57,07/21/2023,W,1564
57,04/24/2023,W,1548
57,02/03/2023,W,1180
57,07/26/2023,W,1431
57,05/22/2023,W,1698
57,07/20/2023,W,1601
57,09/13/2023,W,2184
57,04/06/2023,W,1225
57,02/02/2023,W,1177
57,03/08/2023,W,1775
57,08/13/2023,U,516
57,09/28/2023,W,1962
57,06/22/2023,W,1451
57,07/14/2023,W,1530
57,05/21/2023,U,1030
57,08/22/2023,W,1775
57,10/06/2023,W,2232
57,10/16/2023,W,1876
57,02/01/2023,W,1566
57,01/09/2023,W,1499
57,10/27/2023,W,1487
57,05/20/2023,A,625
57,03/09/2023,W,1668
57,06/23/2023,W,1387
57,08/06/2023,U,464
57,03/10/2023,W,1620
57,04/25/2023,W,1840
57,04/05/2023,W,1268
57,05/19/2023,W,1726
57,01/31/2023,W,1310
57,01/10/2023,W,1508
57,09/27/2023,W,1872
57,09/09/2023,A,808
57,06/24/2023,A,696
57,09/04/2023,U,518
57,08/05/2023,A,699
57,08/23/2023,W,1976
57,03/11/2023,A,575
57,05/18/2023,W,1758
57,07/13/2023,W,1662
57,06/25/2023,U,476
57,03/12/2023,U,578
57,09/14/2023,W,2127
57,04/04/2023,W,1014
57,10/17/2023,W,2054
57,01/30/2023,W,1297
57,04/26/2023,W,1777
57,09/26/2023,W,1962
57,10/23/2023,W,1840
57,05/17/2023,W,1767
57,09/03/2023,U,580
57,01/29/2023,U,614
57,06/26/2023,W,1362
57,04/17/2023,W,1397
57,03/13/2023,W,1483
57,08/04/2023,W,1397
57,08/24/2023,W,1845
57,07/27/2023,W,1568
57,05/16/2023,W,1796
57,03/14/2023,W,1732
57,01/11/2023,W,1308
57,10/26/2023,W,1541
57,01/28/2023,A,456
57,07/12/2023,W,1408
57,09/25/2023,W,1894
57,06/27/2023,W,1577
57,03/15/2023,W,1730
57,04/03/2023,W,1176
57,05/15/2023,W,1483
57,10/18/2023,W,2098
57,01/27/2023,W,1422
57,08/25/2023,W,2089
57,04/27/2023,W,1888
57,05/14/2023,U,867
57,06/28/2023,W,1589
57,09/15/2023,W,2133
57,09/08/2023,W,2017
57,08/03/2023,W,1748
57,03/16/2023,W,1594
57,10/09/2023,W,1233
57,01/12/2023,W,1545
57,09/24/2023,U,503
57,04/02/2023,U,381
57,01/26/2023,W,1603
57,05/13/2023,A,666
57,03/17/2023,W,1109
57,06/29/2023,W,2027
57,08/26/2023,A,824
57,04/28/2023,W,1753
57,09/02/2023,A,1030
57,10/19/2023,W,2116
57,07/11/2023,W,1537
57,01/25/2023,W,1504
57,05/12/2023,W,1699
57,03/18/2023,A,447
57,04/01/2023,A,625
57,09/23/2023,A,741
57,08/27/2023,U,580
57,06/30/2023,W,1554
57,01/24/2023,W,1743
57,04/29/2023,A,806
57,08/02/2023,W,1593
57,04/14/2023,W,1753
57,05/11/2023,W,1800
57,03/19/2023,U,798
57,01/13/2023,W,1369
57,10/25/2023,W,1990
57,09/22/2023,W,1580
57,07/01/2023,A,654
57,09/16/2023,A,865
57,02/21/2023,W,1883
57,05/10/2023,W,1767
57,10/20/2023,W,1788
57,07/28/2023,W,1338
57,09/01/2023,W,2076
57,01/23/2023,W,1505
57,03/20/2023,W,1580
57,07/10/2023,W,1561
57,07/02/2023,U,178
57,03/31/2023,W,1462
57,05/09/2023,W,1674
57,01/22/2023,U,761
57,03/21/2023,W,1827
57,01/14/2023,A,515
57,09/21/2023,W,1853
57,10/21/2023,A,774
57,04/30/2023,U,403
57,08/28/2023,W,1986
57,03/22/2023,W,1610
57,07/03/2023,W,1088
57,06/10/2023,A,732
57,08/01/2023,W,1610
57,09/17/2023,U,342
57,05/08/2023,W,1591
57,01/21/2023,A,604
57,04/16/2023,U,762
57,03/23/2023,W,1869
57,05/01/2023,W,1712
57,03/30/2023,W,1598
57,05/07/2023,U,1141
57,07/04/2023,U,537
57,07/09/2023,U,482
57,10/22/2023,U,530
57,02/17/2023,W,1378
57,01/20/2023,W,1526
57,08/29/2023,W,1873
57,03/29/2023,W,1333
57,03/24/2023,W,1600
57,10/08/2023,U,448
57,01/15/2023,U,811
57,01/19/2023,W,1579
57,05/06/2023,A,623
57,09/20/2023,W,2065
57,07/05/2023,W,1477
57,07/29/2023,A,674
57,07/31/2023,W,1446
57,05/02/2023,W,1598
57,05/05/2023,W,1705
57,03/25/2023,A,493
57,03/26/2023,U,687
59,02/16/2023,W,2084
59,08/14/2023,W,1775
59,06/06/2023,W,2405
59,06/09/2023,W,2200
59,02/20/2023,W,1518
59,10/06/2023,W,2290
59,06/05/2023,W,2181
59,10/09/2023,W,1781
59,02/21/2023,W,2280
59,06/10/2023,A,1480
59,08/12/2023,A,1409
59,09/09/2023,A,1325
59,02/15/2023,W,2194
59,08/15/2023,W,1967
59,02/22/2023,W,1823
59,02/14/2023,W,2357
59,10/05/2023,W,2429
59,06/03/2023,A,1405
59,02/23/2023,W,2180
59,08/16/2023,W,1991
59,06/12/2023,W,1832
59,08/11/2023,W,2028
59,06/02/2023,W,2240
59,10/10/2023,W,2468
59,02/13/2023,W,2191
59,02/24/2023,W,2139
59,10/04/2023,W,2590
59,06/13/2023,W,1859
59,06/01/2023,W,2523
59,02/25/2023,A,1039
59,02/11/2023,A,1120
59,05/31/2023,W,2335
59,06/14/2023,W,2015
59,08/10/2023,W,2020
59,10/03/2023,W,2698
59,08/17/2023,W,1991
59,04/13/2023,W,2402
59,10/11/2023,W,2207
59,02/10/2023,W,2196
59,02/27/2023,W,1956
59,05/30/2023,W,2576
59,06/15/2023,W,1954
59,01/03/2023,W,1389
59,02/28/2023,W,2388
59,02/09/2023,W,1938
59,10/02/2023,W,2519
59,03/01/2023,W,2581
59,08/18/2023,W,2020
59,06/16/2023,W,2015
59,10/12/2023,W,2168
59,08/09/2023,W,1887
59,10/31/2023,W,2291
59,02/08/2023,W,2258
59,05/27/2023,A,1288
59,06/17/2023,A,1128
59,03/02/2023,W,2114
59,02/07/2023,W,2184
59,08/19/2023,A,1324
59,05/26/2023,W,2380
59,03/03/2023,W,1829
59,08/08/2023,W,2069
59,10/13/2023,W,2207
59,02/06/2023,W,2145
59,05/25/2023,W,2701
59,06/19/2023,W,1535
59,03/04/2023,A,1116
59,09/30/2023,A,1275
59,05/24/2023,W,2565
59,03/06/2023,W,1987
59,06/20/2023,W,2034
59,10/14/2023,A,1050
59,02/04/2023,A,1057
59,08/07/2023,W,1934
59,08/21/2023,W,2403
59,09/29/2023,W,2831
59,05/23/2023,W,2707
59,07/21/2023,W,2011
59,07/20/2023,W,2020
59,06/21/2023,W,2216
59,03/07/2023,W,2365
59,02/03/2023,W,1489
59,05/22/2023,W,2504
59,02/02/2023,W,2036
59,03/08/2023,W,2438
59,09/28/2023,W,2637
59,06/22/2023,W,2113
59,08/22/2023,W,2390
59,10/16/2023,W,2235
59,02/01/2023,W,2142
59,05/20/2023,A,1306
59,03/09/2023,W,2336
59,06/23/2023,W,2192
59,03/10/2023,W,2023
59,05/19/2023,W,2235
59,01/31/2023,W,1799
59,09/27/2023,W,2649
59,06/24/2023,A,1363
59,08/05/2023,A,1166
59,08/23/2023,W,2297
59,05/18/2023,W,2559
59,03/11/2023,A,1233
59,10/17/2023,W,2313
59,01/30/2023,W,1868
59,09/26/2023,W,2416
59,05/17/2023,W,2437
59,04/17/2023,W,1971
59,06/26/2023,W,1956
59,08/04/2023,W,2191
59,03/13/2023,W,1864
59,08/24/2023,W,2037
59,05/16/2023,W,2623
59,03/14/2023,W,2284
59,01/28/2023,A,1081
59,09/25/2023,W,2669
59,06/27/2023,W,2023
59,03/15/2023,W,2250
59,05/15/2023,W,2300
59,10/18/2023,W,2269
59,01/27/2023,W,1890
59,08/25/2023,W,2510
59,06/28/2023,W,1992
59,08/03/2023,W,2180
59,03/16/2023,W,2157
59,01/26/2023,W,2136
59,05/13/2023,A,1241
59,03/17/2023,W,1881
59,06/29/2023,W,2044
59,08/26/2023,A,1278
59,10/19/2023,W,2161
59,01/25/2023,W,1978
59,05/12/2023,W,2125
59,03/18/2023,A,940
59,09/23/2023,A,1481
59,06/30/2023,W,2271
59,01/24/2023,W,2247
59,05/11/2023,W,2416
59,08/02/2023,W,2111
59,04/14/2023,W,2217
59,09/22/2023,W,2205
59,07/01/2023,A,1320
59,05/10/2023,W,2515
59,10/20/2023,W,2341
59,01/23/2023,W,2075
59,03/20/2023,W,2249
59,05/09/2023,W,2566
